"SALESORDERID","DELIVERYDATE","CREATIONDATE","LEADTIME","FULLNAME","PARTNERID","PRODUCTID","NETAMOUNT","TAXAMOUNT"
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","RC-1052",3499.125,499.875
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","HB-1173",567.875,81.125
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","CB-1161",349.125,49.875
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","EB-1133",1968.75,281.25
"0500000165","2018-12-03","2018-09-29",65,"Philipp Egger","0100000005","MB-1033",3499.125,499.875
"0500000166","2018-12-07","2018-10-01",67,"Pénélope Duperré","0100000009","CC-1021",1001.0,143.0
"0500000166","2018-12-07","2018-10-01",67,"Pénélope Duperré","0100000009","BX-1012",349.125,49.875
"0500000166","2018-12-07","2018-10-01",67,"Pénélope Duperré","0100000009","DB-1081",1311.625,187.375
"0500000166","2018-12-07","2018-10-01",67,"Pénélope Duperré","0100000009","RC-1054",4811.625,687.375
"0500000166","2018-12-07","2018-10-01",67,"Pénélope Duperré","0100000009","EB-1134",4200.0,600.0
"0500000166","2018-12-07","2018-10-01",67,"Pénélope Duperré","0100000009","HB-1173",567.875,81.125
"0500000167","2018-11-13","2018-10-02",42,"Willard Chatman","0100000003","MB-1034",2186.625,312.375
"0500000167","2018-11-13","2018-10-02",42,"Willard Chatman","0100000003","DB-1083",1049.125,149.875
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","HB-1175",786.625,112.375
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","EB-1137",6912.5,987.5
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","EB-1134",4200.0,600.0
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","HB-1176",1049.125,149.875
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","BX-1013",392.875,56.125
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","CC-1022",1050.0,150.0
"0500000168","2018-12-05","2018-10-02",64,"Haseena al Yousuf","0100000025","BX-1013",392.875,56.125
"0500000169","2018-12-11","2018-10-05",67,"Willard Chatman","0100000002","BX-1011",217.875,31.125
"0500000170","2018-11-24","2018-10-07",48,"Ellis Robertson","0100000009","HB-1173",567.875,81.125
"0500000170","2018-11-24","2018-10-07",48,"Ellis Robertson","0100000009","BX-1011",217.875,31.125
"0500000170","2018-11-24","2018-10-07",48,"Ellis Robertson","0100000009","EB-1134",4200.0,600.0
"0500000170","2018-11-24","2018-10-07",48,"Ellis Robertson","0100000009","EB-1134",4200.0,600.0
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","RC-1052",3499.125,499.875
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","BX-1011",217.875,31.125
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","BX-1014",699.125,99.875
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","CB-1163",252.0,36.0
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","HB-1175",786.625,112.375
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","HB-1171",611.625,87.375
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","EB-1137",6912.5,987.5
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","BX-1013",392.875,56.125
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","RC-1057",4374.125,624.875
"0500000171","2018-11-25","2018-10-07",49,"William Mussen","0100000021","BX-1015",261.625,37.375
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","DB-1082",1093.75,156.25
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","BX-1011",217.875,31.125
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","EB-1134",4200.0,600.0
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","RC-1055",1749.125,249.875
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","RC-1057",4374.125,624.875
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","BX-1015",261.625,37.375
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","HB-1175",786.625,112.375
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","HB-1171",611.625,87.375
"0500000172","2018-12-14","2018-10-10",65,"Javas Hegde","0100000017","BX-1013",392.875,56.125
"0500000173","2018-12-03","2018-10-12",52,"William Mussen","0100000023","RC-1053",4024.125,574.875
"0500000173","2018-12-03","2018-10-12",52,"William Mussen","0100000023","RC-1055",1749.125,249.875
"0500000173","2018-12-03","2018-10-12",52,"William Mussen","0100000023","EB-1132",1662.5,237.5
"0500000173","2018-12-03","2018-10-12",52,"William Mussen","0100000023","BX-1016",279.125,39.875
"0500000173","2018-12-03","2018-10-12",52,"William Mussen","0100000023","EB-1131",1312.5,187.5
"0500000173","2018-12-03","2018-10-12",52,"William Mussen","0100000023","MB-1031",567.875,81.125
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","HB-1172",699.125,99.875
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","RO-1003",630.875,90.125
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","CB-1163",252.0,36.0
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","RC-1052",3499.125,499.875
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","RO-1002",602.875,86.125
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","CB-1162",350.0,50.0
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","CC-1023",1190.875,170.125
"0500000174","2018-11-26","2018-10-12",45,"Haseena al Yousuf","0100000025","EB-1137",6912.5,987.5
"0500000175","2018-12-11","2018-10-12",60,"Javas Hegde","0100000017","RC-1052",3499.125,499.875
"0500000175","2018-12-11","2018-10-12",60,"Javas Hegde","0100000017","EB-1137",6912.5,987.5
"0500000175","2018-12-11","2018-10-12",60,"Javas Hegde","0100000017","RC-1052",3499.125,499.875
"0500000175","2018-12-11","2018-10-12",60,"Javas Hegde","0100000017","EB-1134",4200.0,600.0
"0500000175","2018-12-11","2018-10-12",60,"Javas Hegde","0100000017","DB-1082",1093.75,156.25
"0500000175","2018-12-11","2018-10-12",60,"Javas Hegde","0100000017","EB-1136",4375.0,625.0
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","EB-1131",1312.5,187.5
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","RC-1056",2186.625,312.375
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","CB-1163",252.0,36.0
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","BX-1016",279.125,39.875
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","RC-1057",4374.125,624.875
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","RC-1056",2186.625,312.375
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","BX-1014",699.125,99.875
"0500000176","2018-11-30","2018-10-13",48,"Kirk Lee","0100000033","EB-1136",4375.0,625.0
"0500000177","2018-11-30","2018-10-13",48,"Pénélope Duperré","0100000014","RC-1051",2186.625,312.375
"0500000177","2018-11-30","2018-10-13",48,"Pénélope Duperré","0100000014","HB-1171",611.625,87.375
"0500000177","2018-11-30","2018-10-13",48,"Pénélope Duperré","0100000014","DB-1083",1049.125,149.875
"0500000177","2018-11-30","2018-10-13",48,"Pénélope Duperré","0100000014","HB-1175",786.625,112.375
"0500000177","2018-11-30","2018-10-13",48,"Pénélope Duperré","0100000014","EB-1134",4200.0,600.0
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","MB-1034",2186.625,312.375
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","EB-1136",4375.0,625.0
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","EB-1134",4200.0,600.0
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","RC-1054",4811.625,687.375
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","MB-1033",3499.125,499.875
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","BX-1016",279.125,39.875
"0500000178","2018-12-07","2018-10-16",52,"Carroll Pewitt","0100000002","MB-1031",567.875,81.125
"0500000179","2018-12-04","2018-10-18",47,"Pénélope Duperré","0100000008","MB-1032",1136.625,162.375
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","EB-1136",4375.0,625.0
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","DB-1082",1093.75,156.25
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","BX-1013",392.875,56.125
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","RO-1003",630.875,90.125
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","HB-1174",331.625,47.375
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","MB-1033",3499.125,499.875
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","EB-1136",4375.0,625.0
"0500000180","2018-12-15","2018-10-20",56,"Pénélope Duperré","0100000038","CB-1161",349.125,49.875
"0500000181","2018-11-27","2018-10-22",36,"Janet Gray","0100000030","BX-1012",349.125,49.875
"0500000181","2018-11-27","2018-10-22",36,"Janet Gray","0100000030","DB-1082",1093.75,156.25
"0500000181","2018-11-27","2018-10-22",36,"Janet Gray","0100000030","DB-1083",1049.125,149.875
"0500000181","2018-11-27","2018-10-22",36,"Janet Gray","0100000030","CC-1022",1050.0,150.0
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","BX-1015",261.625,37.375
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","HB-1172",699.125,99.875
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","BX-1013",392.875,56.125
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","RC-1055",1749.125,249.875
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","RC-1056",2186.625,312.375
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","BX-1012",349.125,49.875
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","DB-1082",1093.75,156.25
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","CB-1163",252.0,36.0
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","CC-1023",1190.875,170.125
"0500000182","2018-12-14","2018-10-25",50,"Haseena al Yousuf","0100000005","CB-1163",252.0,36.0
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","HB-1174",331.625,47.375
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","HB-1173",567.875,81.125
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","EB-1134",4200.0,600.0
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","CB-1163",252.0,36.0
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","EB-1134",4200.0,600.0
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","BX-1013",392.875,56.125
"0500000183","2018-12-08","2018-10-28",41,"William Mussen","0100000021","MB-1032",1136.625,162.375
"0500000184","2018-12-03","2018-10-28",36,"Haseena al Yousuf","0100000038","RC-1052",3499.125,499.875
"0500000184","2018-12-03","2018-10-28",36,"Haseena al Yousuf","0100000038","MB-1032",1136.625,162.375
"0500000184","2018-12-03","2018-10-28",36,"Haseena al Yousuf","0100000038","CC-1023",1190.875,170.125
"0500000184","2018-12-03","2018-10-28",36,"Haseena al Yousuf","0100000038","EB-1132",1662.5,237.5
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","EB-1131",1312.5,187.5
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","CB-1161",349.125,49.875
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","RC-1055",1749.125,249.875
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","BX-1013",392.875,56.125
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","EB-1135",2625.0,375.0
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","EB-1131",1312.5,187.5
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","CB-1161",349.125,49.875
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","BX-1013",392.875,56.125
"0500000185","2018-12-04","2018-10-30",35,"William Mussen","0100000015","MB-1033",3499.125,499.875
"0500000186","2018-12-19","2018-10-30",50,"Derrick Magill","0100000000","CB-1163",252.0,36.0
"0500000186","2018-12-19","2018-10-30",50,"Derrick Magill","0100000000","RC-1051",2186.625,312.375
"0500000186","2018-12-19","2018-10-30",50,"Derrick Magill","0100000000","CC-1023",1190.875,170.125
"0500000186","2018-12-19","2018-10-30",50,"Derrick Magill","0100000000","MB-1034",2186.625,312.375
"0500000187","2019-01-02","2018-11-02",61,"Ellis Robertson","0100000008","RO-1003",630.875,90.125
"0500000187","2019-01-02","2018-11-02",61,"Ellis Robertson","0100000008","RO-1001",459.375,65.625
"0500000188","2018-12-17","2018-11-05",42,"Roberta Holloway","0100000031","HB-1175",786.625,112.375
"0500000188","2018-12-17","2018-11-05",42,"Roberta Holloway","0100000031","BX-1016",279.125,39.875
"0500000188","2018-12-17","2018-11-05",42,"Roberta Holloway","0100000031","BX-1013",392.875,56.125
"0500000189","2018-12-15","2018-11-07",38,"Philipp Egger","0100000036","BX-1015",261.625,37.375
"0500000189","2018-12-15","2018-11-07",38,"Philipp Egger","0100000036","MB-1032",1136.625,162.375
"0500000190","2018-12-27","2018-11-09",48,"Carroll Pewitt","0100000002","BX-1011",217.875,31.125
"0500000190","2018-12-27","2018-11-09",48,"Carroll Pewitt","0100000002","BX-1014",699.125,99.875
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","BX-1015",261.625,37.375
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","RO-1003",630.875,90.125
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","CB-1162",350.0,50.0
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","EB-1131",1312.5,187.5
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","RO-1003",630.875,90.125
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","BX-1016",279.125,39.875
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","HB-1171",611.625,87.375
"0500000191","2018-12-23","2018-11-11",42,"Philipp Egger","0100000014","BX-1011",217.875,31.125
"0500000192","2019-01-01","2018-11-11",51,"Carroll Pewitt","0100000032","CC-1021",1001.0,143.0
"0500000192","2019-01-01","2018-11-11",51,"Carroll Pewitt","0100000032","EB-1137",6912.5,987.5
"0500000192","2019-01-01","2018-11-11",51,"Carroll Pewitt","0100000032","RC-1052",3499.125,499.875
"0500000192","2019-01-01","2018-11-11",51,"Carroll Pewitt","0100000032","MB-1033",3499.125,499.875
"0500000192","2019-01-01","2018-11-11",51,"Carroll Pewitt","0100000032","HB-1173",567.875,81.125
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","RC-1054",4811.625,687.375
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","EB-1134",4200.0,600.0
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","RC-1055",1749.125,249.875
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","HB-1175",786.625,112.375
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","DB-1083",1049.125,149.875
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","CB-1163",252.0,36.0
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","BX-1014",699.125,99.875
"0500000193","2019-01-14","2018-11-12",63,"Haseena al Yousuf","0100000039","RC-1056",2186.625,312.375
"0500000194","2019-01-15","2018-11-15",61,"William Mussen","0100000019","HB-1176",1049.125,149.875
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","EB-1136",4375.0,625.0
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","EB-1131",1312.5,187.5
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","EB-1137",6912.5,987.5
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","EB-1131",1312.5,187.5
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","DB-1082",1093.75,156.25
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","RO-1002",602.875,86.125
"0500000195","2018-12-21","2018-11-16",35,"William Mussen","0100000017","MB-1034",2186.625,312.375
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","CB-1163",252.0,36.0
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","RC-1057",4374.125,624.875
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","BX-1013",392.875,56.125
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","DB-1083",1049.125,149.875
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","CB-1163",252.0,36.0
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","RC-1056",2186.625,312.375
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","BX-1012",349.125,49.875
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","RO-1001",459.375,65.625
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","CC-1023",1190.875,170.125
"0500000196","2018-12-27","2018-11-17",40,"Javas Hegde","0100000020","BX-1013",392.875,56.125
"0500000197","2019-01-08","2018-11-17",52,"Philipp Egger","0100000037","DB-1081",1311.625,187.375
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","CB-1161",349.125,49.875
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","RC-1056",2186.625,312.375
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","EB-1134",4200.0,600.0
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","HB-1172",699.125,99.875
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","BX-1014",699.125,99.875
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","BX-1015",261.625,37.375
"0500000198","2018-12-28","2018-11-17",41,"Haseena al Yousuf","0100000028","CC-1021",1001.0,143.0
"0500000199","2018-12-23","2018-11-19",34,"William Mussen","0100000016","CC-1021",1001.0,143.0
"0500000199","2018-12-23","2018-11-19",34,"William Mussen","0100000016","CC-1021",1001.0,143.0
"0500000200","2019-01-08","2018-11-19",50,"Kirk Lee","0100000000","BX-1012",349.125,49.875
"0500000200","2019-01-08","2018-11-19",50,"Kirk Lee","0100000000","HB-1171",611.625,87.375
"0500000200","2019-01-08","2018-11-19",50,"Kirk Lee","0100000000","MB-1033",3499.125,499.875
"0500000201","2019-01-21","2018-11-19",63,"Pénélope Duperré","0100000035","RC-1054",4811.625,687.375
"0500000201","2019-01-21","2018-11-19",63,"Pénélope Duperré","0100000035","DB-1083",1049.125,149.875
"0500000201","2019-01-21","2018-11-19",63,"Pénélope Duperré","0100000035","CB-1163",252.0,36.0
"0500000201","2019-01-21","2018-11-19",63,"Pénélope Duperré","0100000035","BX-1015",261.625,37.375
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","DB-1082",1093.75,156.25
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","MB-1032",1136.625,162.375
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","RC-1055",1749.125,249.875
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","RC-1053",4024.125,574.875
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","EB-1132",1662.5,237.5
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","RO-1002",602.875,86.125
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","BX-1011",217.875,31.125
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","HB-1171",611.625,87.375
"0500000202","2019-01-17","2018-11-19",59,"Haseena al Yousuf","0100000008","BX-1013",392.875,56.125
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","BX-1015",261.625,37.375
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","CB-1161",349.125,49.875
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","BX-1015",261.625,37.375
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","EB-1133",1968.75,281.25
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","MB-1032",1136.625,162.375
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","RC-1056",2186.625,312.375
"0500000203","2019-01-18","2018-11-20",59,"Philipp Egger","0100000039","HB-1176",1049.125,149.875
"0500000204","2018-12-26","2018-11-21",35,"Javas Hegde","0100000021","DB-1081",1311.625,187.375
"0500000204","2018-12-26","2018-11-21",35,"Javas Hegde","0100000021","DB-1083",1049.125,149.875
"0500000204","2018-12-26","2018-11-21",35,"Javas Hegde","0100000021","DB-1081",1311.625,187.375
"0500000204","2018-12-26","2018-11-21",35,"Javas Hegde","0100000021","CB-1161",349.125,49.875
"0500000204","2018-12-26","2018-11-21",35,"Javas Hegde","0100000021","RC-1056",2186.625,312.375
"0500000204","2018-12-26","2018-11-21",35,"Javas Hegde","0100000021","HB-1174",331.625,47.375
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","RC-1057",4374.125,624.875
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","HB-1175",786.625,112.375
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","EB-1137",6912.5,987.5
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","EB-1131",1312.5,187.5
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","RC-1057",4374.125,624.875
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","DB-1081",1311.625,187.375
"0500000205","2019-01-22","2018-11-21",62,"Pénélope Duperré","0100000013","EB-1131",1312.5,187.5
"0500000206","2019-01-02","2018-11-24",39,"Haseena al Yousuf","0100000010","RC-1052",3499.125,499.875
"0500000206","2019-01-02","2018-11-24",39,"Haseena al Yousuf","0100000010","RO-1002",602.875,86.125
"0500000206","2019-01-02","2018-11-24",39,"Haseena al Yousuf","0100000010","RC-1052",3499.125,499.875
"0500000206","2019-01-02","2018-11-24",39,"Haseena al Yousuf","0100000010","EB-1137",6912.5,987.5
"0500000206","2019-01-02","2018-11-24",39,"Haseena al Yousuf","0100000010","HB-1174",331.625,47.375
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","CC-1021",1001.0,143.0
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","RC-1051",2186.625,312.375
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","EB-1132",1662.5,237.5
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","HB-1174",331.625,47.375
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","BX-1014",699.125,99.875
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","EB-1133",1968.75,281.25
"0500000207","2019-01-22","2018-11-24",59,"Nelson Wilkens","0100000030","HB-1176",1049.125,149.875
"0500000208","2019-01-18","2018-11-25",54,"Philipp Egger","0100000038","EB-1131",1312.5,187.5
"0500000208","2019-01-18","2018-11-25",54,"Philipp Egger","0100000038","BX-1011",217.875,31.125
"0500000208","2019-01-18","2018-11-25",54,"Philipp Egger","0100000038","DB-1081",1311.625,187.375
"0500000208","2019-01-18","2018-11-25",54,"Philipp Egger","0100000038","HB-1172",699.125,99.875
"0500000208","2019-01-18","2018-11-25",54,"Philipp Egger","0100000038","EB-1137",6912.5,987.5
"0500000208","2019-01-18","2018-11-25",54,"Philipp Egger","0100000038","HB-1175",786.625,112.375
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","RO-1003",630.875,90.125
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","EB-1136",4375.0,625.0
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","DB-1083",1049.125,149.875
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","EB-1136",4375.0,625.0
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","BX-1011",217.875,31.125
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","HB-1172",699.125,99.875
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","RO-1001",459.375,65.625
"0500000209","2019-01-03","2018-11-26",38,"Javas Hegde","0100000020","RC-1051",2186.625,312.375
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","EB-1135",2625.0,375.0
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","BX-1015",261.625,37.375
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","EB-1137",6912.5,987.5
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","CB-1163",252.0,36.0
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","BX-1016",279.125,39.875
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","CB-1163",252.0,36.0
"0500000210","2019-01-09","2018-11-28",42,"Janet Gray","0100000034","RC-1055",1749.125,249.875
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","RO-1001",459.375,65.625
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","BX-1011",217.875,31.125
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","BX-1016",279.125,39.875
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","HB-1172",699.125,99.875
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","EB-1132",1662.5,237.5
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","MB-1032",1136.625,162.375
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","CB-1162",350.0,50.0
"0500000211","2019-01-02","2018-11-30",33,"Javas Hegde","0100000023","RO-1002",602.875,86.125
"0500000212","2019-01-13","2018-12-01",43,"Haseena al Yousuf","0100000013","HB-1176",1049.125,149.875
"0500000212","2019-01-13","2018-12-01",43,"Haseena al Yousuf","0100000013","EB-1132",1662.5,237.5
"0500000212","2019-01-13","2018-12-01",43,"Haseena al Yousuf","0100000013","RC-1052",3499.125,499.875
"0500000212","2019-01-13","2018-12-01",43,"Haseena al Yousuf","0100000013","EB-1132",1662.5,237.5
"0500000212","2019-01-13","2018-12-01",43,"Haseena al Yousuf","0100000013","RC-1054",4811.625,687.375
